"Géographie";"Niveau Géo";"Mesure démographie entreprises et établissements";"Activité économique";"Forme légale";"Fréquence";Période;Valeur
"Villiers-le-Bâcle";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Total";"Annuel";2021;2
"Villejust";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Total";"Annuel";2021;4
"Linas";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Total";"Annuel";2021;38
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Total";"Annuel";2021;5
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Total";"Annuel";2021;3
"Chilly-Mazarin";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Total";"Annuel";2021;27
"Chilly-Mazarin";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Total";"Annuel";2021;18
"Épinay-sur-Orge";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Total";"Annuel";2021;50
"Villebon-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Total";"Annuel";2021;9
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Annuel";2021;10
"Gometz-le-Châtel";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Total";"Annuel";2021;28
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Total";"Annuel";2021;8
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Total";"Annuel";2021;2
"Les Ulis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Annuel";2021;33
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Total";"Annuel";2021;84
"Saint-Aubin";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Total";"Annuel";2021;7
"La Ville-du-Bois";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Total";"Annuel";2021;8
"Villiers-le-Bâcle";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Total";"Annuel";2021;2
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Total";"Annuel";2021;27
"Longjumeau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Total";"Annuel";2021;8
"Villejust";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Total";"Annuel";2021;3
"Villebon-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Total";"Annuel";2021;16
"Wissous";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Total";"Annuel";2021;30
"Longjumeau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Total";"Annuel";2021;163
"Gif-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Total";"Annuel";2021;12
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Annuel";2021;102
"Bures-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Total";"Annuel";2021;32
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Total";"Annuel";2021;73
"Bures-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Total";"Annuel";2021;7
"Saint-Aubin";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Total";"Annuel";2021;1
"Villejust";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Total";"Annuel";2021;3
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Total";"Annuel";2021;4
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Annuel";2021;6
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Total";"Annuel";2021;23
"Chilly-Mazarin";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Total";"Annuel";2021;5
"Villiers-le-Bâcle";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Total";"Annuel";2021;8
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Total";"Annuel";2021;5
"Villejust";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Annuel";2021;5
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Total";"Annuel";2021;1
"Gif-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Total";"Annuel";2021;36
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Total";"Annuel";2021;316
"Épinay-sur-Orge";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Total";"Annuel";2021;151
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Entrepreneur individuel";"Annuel";2021;547
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Société à responsabilité limitée (SARL)";"Annuel";2021;84
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de nouvelles unités légales enregistrées";"Total";"Société à responsabilité limitée (SARL)";"Annuel";2021;278
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Autres sociétés";"Annuel";2021;4
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Autres sociétés";"Annuel";2021;2
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Total";"Annuel";2021;477
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Total";"Annuel";2021;168
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Total";"Annuel";2021;2116
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Société par actions simplifiée";"Annuel";2021;4
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Autres sociétés";"Annuel";2021;3
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Autres sociétés";"Annuel";2021;1
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Société par actions simplifiée";"Annuel";2021;4
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Société par actions simplifiée";"Annuel";2021;7
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société par actions simplifiée";"Annuel";2021;26
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Société par actions simplifiée";"Annuel";2021;2
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Société par actions simplifiée";"Annuel";2021;18
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Société par actions simplifiée";"Annuel";2021;40
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Société par actions simplifiée";"Annuel";2021;13
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Société par actions simplifiée";"Annuel";2021;4
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Société à responsabilité limitée (SARL)";"Annuel";2021;1
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société à responsabilité limitée (SARL)";"Annuel";2021;6
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Société à responsabilité limitée (SARL)";"Annuel";2021;5
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Société à responsabilité limitée (SARL)";"Annuel";2021;3
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Société à responsabilité limitée (SARL)";"Annuel";2021;2
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Société à responsabilité limitée (SARL)";"Annuel";2021;7
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Société à responsabilité limitée (SARL)";"Annuel";2021;4
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Entrepreneur individuel";"Annuel";2021;62
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Entrepreneur individuel";"Annuel";2021;94
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Entrepreneur individuel";"Annuel";2021;130
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Entrepreneur individuel";"Annuel";2021;7
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Entrepreneur individuel";"Annuel";2021;6
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Entrepreneur individuel";"Annuel";2021;64
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Entrepreneur individuel";"Annuel";2021;156
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Entrepreneur individuel";"Annuel";2021;29
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Entrepreneur individuel";"Annuel";2021;14
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Autres sociétés";"Annuel";2021;1
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Autres sociétés";"Annuel";2021;1
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Autres sociétés";"Annuel";2021;1
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Société par actions simplifiée";"Annuel";2021;5
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Société par actions simplifiée";"Annuel";2021;2
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société par actions simplifiée";"Annuel";2021;13
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Société par actions simplifiée";"Annuel";2021;3
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Société par actions simplifiée";"Annuel";2021;6
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Société par actions simplifiée";"Annuel";2021;13
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Société par actions simplifiée";"Annuel";2021;1
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Société par actions simplifiée";"Annuel";2021;1
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Société à responsabilité limitée (SARL)";"Annuel";2021;1
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société à responsabilité limitée (SARL)";"Annuel";2021;1
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Société à responsabilité limitée (SARL)";"Annuel";2021;1
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Société à responsabilité limitée (SARL)";"Annuel";2021;1
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Société à responsabilité limitée (SARL)";"Annuel";2021;5
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Entrepreneur individuel";"Annuel";2021;22
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Entrepreneur individuel";"Annuel";2021;27
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Entrepreneur individuel";"Annuel";2021;3
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Entrepreneur individuel";"Annuel";2021;22
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Entrepreneur individuel";"Annuel";2021;118
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Entrepreneur individuel";"Annuel";2021;2
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Entrepreneur individuel";"Annuel";2021;2
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société par actions simplifiée";"Annuel";2021;1
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Société par actions simplifiée";"Annuel";2021;2
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Société par actions simplifiée";"Annuel";2021;1
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Société par actions simplifiée";"Annuel";2021;4
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Société à responsabilité limitée (SARL)";"Annuel";2021;1
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société à responsabilité limitée (SARL)";"Annuel";2021;1
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Société à responsabilité limitée (SARL)";"Annuel";2021;1
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Entrepreneur individuel";"Annuel";2021;5
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Entrepreneur individuel";"Annuel";2021;5
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Entrepreneur individuel";"Annuel";2021;11
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Entrepreneur individuel";"Annuel";2021;3
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Entrepreneur individuel";"Annuel";2021;1
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Entrepreneur individuel";"Annuel";2021;3
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Entrepreneur individuel";"Annuel";2021;12
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Entrepreneur individuel";"Annuel";2021;1
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Autres sociétés";"Annuel";2021;1
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Société par actions simplifiée";"Annuel";2021;2
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société par actions simplifiée";"Annuel";2021;9
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Société par actions simplifiée";"Annuel";2021;2
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Société par actions simplifiée";"Annuel";2021;4
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Société par actions simplifiée";"Annuel";2021;14
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société à responsabilité limitée (SARL)";"Annuel";2021;1
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Société à responsabilité limitée (SARL)";"Annuel";2021;1
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Société à responsabilité limitée (SARL)";"Annuel";2021;2
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Société à responsabilité limitée (SARL)";"Annuel";2021;3
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Entrepreneur individuel";"Annuel";2021;26
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Entrepreneur individuel";"Annuel";2021;5
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Entrepreneur individuel";"Annuel";2021;3
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Entrepreneur individuel";"Annuel";2021;10
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Autres sociétés";"Annuel";2021;1
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Société par actions simplifiée";"Annuel";2021;9
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Société par actions simplifiée";"Annuel";2021;9
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société par actions simplifiée";"Annuel";2021;37
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Société à responsabilité limitée (SARL)";"Annuel";2021;5
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Société à responsabilité limitée (SARL)";"Annuel";2021;3
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Société à responsabilité limitée (SARL)";"Annuel";2021;5
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Entrepreneur individuel";"Annuel";2021;67
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Entrepreneur individuel";"Annuel";2021;94
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Entrepreneur individuel";"Annuel";2021;14
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Entrepreneur individuel";"Annuel";2021;83
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Entrepreneur individuel";"Annuel";2021;360
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Entrepreneur individuel";"Annuel";2021;16
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Entrepreneur individuel";"Annuel";2021;11
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Société par actions simplifiée";"Annuel";2021;1
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Société par actions simplifiée";"Annuel";2021;4
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Société par actions simplifiée";"Annuel";2021;1
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société à responsabilité limitée (SARL)";"Annuel";2021;3
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Entrepreneur individuel";"Annuel";2021;11
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Entrepreneur individuel";"Annuel";2021;10
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Entrepreneur individuel";"Annuel";2021;3
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Entrepreneur individuel";"Annuel";2021;8
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Entrepreneur individuel";"Annuel";2021;35
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Entrepreneur individuel";"Annuel";2021;2
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Entrepreneur individuel";"Annuel";2021;5
"Longjumeau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Société par actions simplifiée";"Annuel";2021;3
"Longjumeau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société par actions simplifiée";"Annuel";2021;10
"Longjumeau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Société par actions simplifiée";"Annuel";2021;3
"Longjumeau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Société à responsabilité limitée (SARL)";"Annuel";2021;3
"Longjumeau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Société à responsabilité limitée (SARL)";"Annuel";2021;3
"Longjumeau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société à responsabilité limitée (SARL)";"Annuel";2021;1
"Longjumeau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Société à responsabilité limitée (SARL)";"Annuel";2021;2
"Longjumeau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Société à responsabilité limitée (SARL)";"Annuel";2021;10
"Longjumeau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Société à responsabilité limitée (SARL)";"Annuel";2021;2
"Longjumeau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Entrepreneur individuel";"Annuel";2021;15
"Longjumeau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Entrepreneur individuel";"Annuel";2021;6
"Linas";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société par actions simplifiée";"Annuel";2021;6
"Linas";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Société par actions simplifiée";"Annuel";2021;1
"Linas";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Société par actions simplifiée";"Annuel";2021;3
"Linas";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Entrepreneur individuel";"Annuel";2021;14
"Linas";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Entrepreneur individuel";"Annuel";2021;30
"Linas";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Entrepreneur individuel";"Annuel";2021;3
"Igny";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Société par actions simplifiée";"Annuel";2021;10
"Igny";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Société par actions simplifiée";"Annuel";2021;3
"Igny";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Société à responsabilité limitée (SARL)";"Annuel";2021;1
"Igny";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Entrepreneur individuel";"Annuel";2021;2
"Igny";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Entrepreneur individuel";"Annuel";2021;4
"Gometz-le-Châtel";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société à responsabilité limitée (SARL)";"Annuel";2021;1
"Gif-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Autres sociétés";"Annuel";2021;1
"Gif-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Société par actions simplifiée";"Annuel";2021;9
"Gif-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Société à responsabilité limitée (SARL)";"Annuel";2021;1
"Épinay-sur-Orge";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Société par actions simplifiée";"Annuel";2021;5
"Épinay-sur-Orge";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Société par actions simplifiée";"Annuel";2021;2
"Épinay-sur-Orge";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Entrepreneur individuel";"Annuel";2021;11
"Épinay-sur-Orge";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Entrepreneur individuel";"Annuel";2021;32
"Épinay-sur-Orge";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Entrepreneur individuel";"Annuel";2021;9
"Épinay-sur-Orge";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Entrepreneur individuel";"Annuel";2021;36
"Les Ulis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Autres sociétés";"Annuel";2021;1
"Les Ulis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Société par actions simplifiée";"Annuel";2021;3
"Les Ulis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société par actions simplifiée";"Annuel";2021;14
"Les Ulis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Société par actions simplifiée";"Annuel";2021;1
"Les Ulis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Société par actions simplifiée";"Annuel";2021;2
