"Géographie";"Niveau Géo";"Âge";"Sexe";"Diplôme";"Indicateur du lieu d’étude";"Mesure du recensement ";"Fréquence";"Statut de l'observation";Période;Valeur
"Villebon-sur-Yvette";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;684,39804
"Saint-Aubin";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;6,1625
"Montlhéry";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;1035,49756
"Villiers-le-Bâcle";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;52
"Villiers-le-Bâcle";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;107
"Wissous";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;391,78352
"Villebon-sur-Yvette";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;422,58182
"Villejust";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;1722,27143
"Saulx-les-Chartreux";"Commune";"15 ans ou plus";"Femme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;382,25626
"La Ville-du-Bois";"Commune";"15 ans ou plus";"Homme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;109
"Villiers-le-Bâcle";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;746
"Nozay";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;297,05846
"Orsay";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;911,01765
"Vauhallan";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;27,32137
"Saint-Aubin";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;245,21104
"Les Ulis";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;935,16355
"Villebon-sur-Yvette";"Commune";"15 ans ou plus";"Homme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;984,45468
"Longjumeau";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;1638,32481
"Massy";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;3944,69476
"Vauhallan";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;44,49696
"Orsay";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;583,31524
"Palaiseau";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;1345,86785
"Villiers-le-Bâcle";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;33
"Wissous";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;387,42919
"Wissous";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;438,43516
"Vauhallan";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;108,92725
"Marcoussis";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;552
"Longjumeau";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1470,64434
"Longjumeau";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1255,61545
"Longjumeau";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;1915,23306
"Massy";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;10334,52601
"Saint-Aubin";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;38,42252
"Saint-Aubin";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;90,84746
"Saint-Aubin";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;30,04829
"Villiers-le-Bâcle";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;115
"Villiers-le-Bâcle";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;227
"Saulx-les-Chartreux";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;254,64159
"Saclay";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;217,14257
"Saclay";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;217,79236
"La Ville-du-Bois";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1180
"Villiers-le-Bâcle";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;56
"Les Ulis";"Commune";"15 ans ou plus";"Femme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;1009,32863
"Villejust";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;188,33589
"Verrières-le-Buisson";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;1064,1261
"Saclay";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;135,29141
"Saint-Aubin";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;236,50606
"Wissous";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;422,98921
"Villejust";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;155,75319
"Villejust";"Commune";"15 ans ou plus";"Homme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;105,40094
"Saclay";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;395,61792
"Les Ulis";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;1878,22475
"Verrières-le-Buisson";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;440,16316
"Vauhallan";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;129,09238
"Saulx-les-Chartreux";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;4669,70088
"Villiers-le-Bâcle";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;46
"Villiers-le-Bâcle";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;60
"Villejust";"Commune";"15 ans ou plus";"Homme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;29,74275
"Wissous";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;342,93144
"Saclay";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;905,94801
"Wissous";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;519,18627
"Wissous";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;215,73372
"Villebon-sur-Yvette";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;3921,33615
"Verrières-le-Buisson";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;632,54827
"Verrières-le-Buisson";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;3591,92499
"Vauhallan";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;94,14012
"Saclay";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;179,99345
"Villejust";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;181,64511
"Les Ulis";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;3753,5413
"Les Ulis";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;1069,28482
"La Ville-du-Bois";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;717
"Villiers-le-Bâcle";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;23
"Saclay";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;2934,63055
"Verrières-le-Buisson";"Commune";"15 ans ou plus";"Homme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;145,60905
"Vauhallan";"Commune";"15 ans ou plus";"Femme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;124,53033
"Verrières-le-Buisson";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;4938,32559
"Les Ulis";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;960,26494
"Villebon-sur-Yvette";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;258,00093
"Saclay";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;56,16398
"Saint-Aubin";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;7,1635
"Saint-Aubin";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;19,13044
"Vauhallan";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;185,44936
"Villebon-sur-Yvette";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;582,6144
"Villiers-le-Bâcle";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;379
"Villebon-sur-Yvette";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1171,59998
"Villejust";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;82,93496
"Verrières-le-Buisson";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;745,81568
"Vauhallan";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;101,8999
"Saulx-les-Chartreux";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;328,90378
"Wissous";"Commune";"15 ans ou plus";"Femme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;430,33458
"La Ville-du-Bois";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1260
"Villiers-le-Bâcle";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;13
"Wissous";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;907,46363
"Saint-Aubin";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;186,40767
"Verrières-le-Buisson";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;632,63026
"Verrières-le-Buisson";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;781,8564
"Wissous";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;299,70338
"Villebon-sur-Yvette";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;584,59243
"Saulx-les-Chartreux";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;2231,15897
"Villebon-sur-Yvette";"Commune";"15 ans ou plus";"Femme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;680,19426
"La Ville-du-Bois";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;886
"Villiers-le-Bâcle";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;101
"Saclay";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;408,52847
"Villejust";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;151,50566
"La Ville-du-Bois";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;586
"La Ville-du-Bois";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;437
"Villejust";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;165,02166
"La Ville-du-Bois";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;2847
"Saclay";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;205,53599
"Verrières-le-Buisson";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;10724,4297
"Villiers-le-Bâcle";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;60
"Villebon-sur-Yvette";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;973,83252
"Villejust";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;70,72374
"Villebon-sur-Yvette";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;1034,06099
"Vauhallan";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;53,40636
"Saint-Aubin";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;13,326
"Villejust";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;857,99356
"Les Ulis";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;1960,96778
"Saclay";"Commune";"15 ans ou plus";"Homme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;497,41955
"Verrières-le-Buisson";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;459,23084
"Les Ulis";"Commune";"15 ans ou plus";"Homme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;435,46738
"Les Ulis";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;8524,84471
"Wissous";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;942,17547
"Saint-Aubin";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;18,11592
"Saint-Aubin";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;16,11343
"Saulx-les-Chartreux";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;424,86608
"La Ville-du-Bois";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;912
"La Ville-du-Bois";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;156
"Wissous";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;642,63482
"Villejust";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;139,32697
"La Ville-du-Bois";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;522
"Verrières-le-Buisson";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;584,64212
"Verrières-le-Buisson";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;1378,36395
"Les Ulis";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;817,51212
"La Ville-du-Bois";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;626
"Saulx-les-Chartreux";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;707,07667
"Saint-Aubin";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;481,71711
"Saulx-les-Chartreux";"Commune";"15 ans ou plus";"Homme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;75,79961
"Saulx-les-Chartreux";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;456,03689
"Saulx-les-Chartreux";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;947,26868
"Verrières-le-Buisson";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1174,89386
"Saulx-les-Chartreux";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;432,24787
"Saclay";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;208,19428
"Saint-Aubin";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;85,17191
"Les Ulis";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;917,9598
"Villiers-le-Bâcle";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;367
"Les Ulis";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;17217,18795
"Vauhallan";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;678,41397
"Saulx-les-Chartreux";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;636,89785
"Saclay";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;1523,94299
"La Ville-du-Bois";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;2959
"Wissous";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;249,06269
"Wissous";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;358,75206
"Wissous";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;2640,36727
"Villebon-sur-Yvette";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;579,52412
"Saulx-les-Chartreux";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;676,65507
