"Géographie";"Niveau Géo";"Âge";"Sexe";"Diplôme";"Indicateur du lieu d’étude";"Mesure du recensement ";"Fréquence";"Statut de l'observation";Période;Valeur
"Saulx-les-Chartreux";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;378,17289
"Verrières-le-Buisson";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;1758,60609
"Saint-Aubin";"Commune";"15 ans ou plus";"Femme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;55,5369
"Villiers-le-Bâcle";"Commune";"15 ans ou plus";"Femme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;55
"La Ville-du-Bois";"Commune";"15 ans ou plus";"Femme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;361
"Villebon-sur-Yvette";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;1102,77609
"Verrières-le-Buisson";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;313,62179
"Saulx-les-Chartreux";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;371,3249
"Vauhallan";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;746,95878
"Saint-Aubin";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;11,91993
"Wissous";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;911,83794
"Les Ulis";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;1792,57352
"Villebon-sur-Yvette";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;1743,21541
"Vauhallan";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;203,10724
"La Ville-du-Bois";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;344
"Saclay";"Commune";"15 ans ou plus";"Homme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;49,62471
"Verrières-le-Buisson";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1297,28386
"Saulx-les-Chartreux";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;305,33017
"Villejust";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;149,65178
"Villejust";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;301,15744
"La Ville-du-Bois";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;554
"La Ville-du-Bois";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;265
"Villebon-sur-Yvette";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1164,11656
"La Ville-du-Bois";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;738
"Les Ulis";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;1826,84075
"Saclay";"Commune";"15 ans ou plus";"Femme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;260,3265
"Vauhallan";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;176,51386
"Vauhallan";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;78,52228
"Verrières-le-Buisson";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;1604,61972
"Villiers-le-Bâcle";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;120
"Villiers-le-Bâcle";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;63
"Villejust";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;273,92347
"Wissous";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;679,39727
"Villiers-le-Bâcle";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;6
"Les Ulis";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;499,69616
"Villejust";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;198,12573
"Vauhallan";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;483,64557
"Saint-Aubin";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;41,28645
"Saclay";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;105,78869
"Wissous";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;130,26712
"Villebon-sur-Yvette";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;3685,23629
"Villiers-le-Bâcle";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;55
"Villejust";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;134,5965
"Vauhallan";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;74,61396
"Saulx-les-Chartreux";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;522,40261
"Vauhallan";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;78,57691
"Wissous";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;520,03443
"Saint-Aubin";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;35,31056
"Villejust";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;38,03102
"Villejust";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;379,77083
"Villejust";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;67,77377
"Verrières-le-Buisson";"Commune";"15 ans ou plus";"Femme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;1125,97583
"Vauhallan";"Commune";"15 ans ou plus";"Homme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;267,19162
"Villebon-sur-Yvette";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;758,76074
"Wissous";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;2456,0628
"Les Ulis";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1373,05487
"Villebon-sur-Yvette";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;416,9709
"Verrières-le-Buisson";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;5786,1041
"Saulx-les-Chartreux";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;117,65761
"Saulx-les-Chartreux";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;2438,54191
"Villebon-sur-Yvette";"Commune";"15 ans ou plus";"Homme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;158,96997
"Villiers-le-Bâcle";"Commune";"15 ans ou plus";"Homme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;7
"Les Ulis";"Commune";"15 ans ou plus";"Homme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;1430,22088
"Saint-Aubin";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;46,13486
"Vauhallan";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;216,45394
"Verrières-le-Buisson";"Commune";"15 ans ou plus";"Homme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;1987,30527
"La Ville-du-Bois";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;411
"Saclay";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;397,7858
"Saclay";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;407,67592
"Vauhallan";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;203,06737
"Vauhallan";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;106,92709
"La Ville-du-Bois";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;5806
"Villebon-sur-Yvette";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;487,20194
"Saclay";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;1410,68756
"Verrières-le-Buisson";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;590,25174
"Les Ulis";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;3049,72382
"Villejust";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;320,77484
"Les Ulis";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;2499,5057
"Saclay";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;161,84918
"Saulx-les-Chartreux";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;308,22727
"Verrières-le-Buisson";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;623,96294
"Vauhallan";"Commune";"15 ans ou plus";"Homme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;17,17559
"Villejust";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;864,27787
"Wissous";"Commune";"15 ans ou plus";"Homme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;520,05443
"Wissous";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;5096,43007
"Villiers-le-Bâcle";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;59
"Les Ulis";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1758,05613
"Les Ulis";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1516,13195
"Saint-Aubin";"Commune";"15 ans ou plus";"Homme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;101,23576
"Saulx-les-Chartreux";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;620,06063
"Vauhallan";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;75,68603
"Villebon-sur-Yvette";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;7606,57244
"Villejust";"Commune";"15 ans ou plus";"Femme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;119,81145
"Les Ulis";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;8692,34324
"Wissous";"Commune";"15 ans ou plus";"Homme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;85,4666
"Villebon-sur-Yvette";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;451,44658
"Villejust";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;190,53518
"Wissous";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;797,18722
"Saint-Aubin";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;28,01894
"Villiers-le-Bâcle";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;114
"Les Ulis";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;3274,18808
"La Ville-du-Bois";"Commune";"15 ans ou plus";"Homme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;373
"Saulx-les-Chartreux";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;888,28476
"Saclay";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;202,13993
"Saint-Aubin";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;79,70897
