"Géographie";"Niveau Géo";"Âge";"Indicateur de résidence antérieure ";"Mesure du recensement ";"Fréquence";Période;Valeur
"Ballainvilliers";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2016;86
"Épinay-sur-Orge";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2016;48,258935
"Orsay";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2016;505,76366
"Massy";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;1600,355545
"Orsay";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2016;241,572437
"Les Ulis";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2016;537,501229
"Les Ulis";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2016;117,79121
"Verrières-le-Buisson";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;368,823977
"Épinay-sur-Orge";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2016;291,919153
"Verrières-le-Buisson";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2016;5,930734
"Chilly-Mazarin";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;614,663833
"Orsay";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2016;401,417024
"Épinay-sur-Orge";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2016;9892,066046
"Igny";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2016;8901,730345
"Massy";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2016;1693,646037
"Igny";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;190,599326
"Linas";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2016;102,63625
"Wissous";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;317,257051
"Longjumeau";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2016;172,386271
"Chilly-Mazarin";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2016;457,81688
"Massy";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2016;18,308064
"Gif-sur-Yvette";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2016;407,695322
"Massy";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2016;756,320217
"Verrières-le-Buisson";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2016;571,762242
"Wissous";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2016;6532,024645
"Les Ulis";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2016;390,668081
"Verrières-le-Buisson";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2016;50,86231
"Gif-sur-Yvette";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;674,058713
"Nozay";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2016;214,742429
"Linas";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2016;97,971648
"Linas";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2016;314,046668
"Gif-sur-Yvette";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2016;507,244236
"Massy";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2016;43322,992079
"Orsay";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2016;13,691237
"Wissous";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2016;377,963483
"Épinay-sur-Orge";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;329,012477
"Nozay";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2016;70,51024
"Longjumeau";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2016;306,279673
"Palaiseau";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2016;28984,108231
"Igny";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2016;362,40068
"Les Ulis";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2016;22015,901237
"Igny";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2016;274,897633
"Palaiseau";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;1207,001592
"Palaiseau";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2016;1083,260787
"Nozay";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2016;4179,890544
"Nozay";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2016;48,617304
"Épinay-sur-Orge";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2016;370,254759
"Chilly-Mazarin";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2016;717,708773
"Wissous";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2016;32,991847
"Linas";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2016;5969,239053
"Verrières-le-Buisson";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2016;130,503411
"Épinay-sur-Orge";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2016;2,666337
"Wissous";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2016;3,020942
"Épinay-sur-Orge";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2016;131,944147
"Les Ulis";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;1094,222794
"Chilly-Mazarin";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2016;59,320523
"Palaiseau";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2016;26,85241
"Wissous";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2016;160,260912
"Nozay";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;177,568633
"Chilly-Mazarin";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2016;17797,676226
"Orsay";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2016;14347,400608
"Les Ulis";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2016;174,502443
"Gif-sur-Yvette";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2016;107,541794
"Chilly-Mazarin";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2016;140,055999
"Igny";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2016;82,969472
"Orsay";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;424,422598
"Palaiseau";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2016;868,768573
"Les Ulis";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2016;18,406673
"Gif-sur-Yvette";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2016;18721,812911
"Linas";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2016;1
"Massy";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2016;425,824258
"Longjumeau";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2016;102,012437
"Linas";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2016;20,388012
"Linas";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;276,12862
"Longjumeau";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2016;19449,6871
"Verrières-le-Buisson";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2016;14010,557234
"Nozay";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2016;1,93912
"Palaiseau";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2016;1101,598427
"Longjumeau";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2016;525,362643
"Longjumeau";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;707,700645
"Palaiseau";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2016;383,522719
"Massy";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2016;1209,404271
"Orsay";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2016;604,360917
"Wissous";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2016;118,576458
"Gif-sur-Yvette";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2016;305,394954
"Verrières-le-Buisson";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2016;187,292423
"Bures-sur-Yvette";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2016;105,12678
"Villejust";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2016;26,976
"Saulx-les-Chartreux";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2016;4,095961
"Villejust";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2016;122,985824
"Saulx-les-Chartreux";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;187,00687
"Saulx-les-Chartreux";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2016;4736,082388
"Igny";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2016;6,410453
"Saulx-les-Chartreux";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2016;84,254379
"Gometz-le-Châtel";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2016;1,004794
"Gometz-le-Châtel";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;27,12517
"Bures-sur-Yvette";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;169,728556
"Bures-sur-Yvette";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2016;193,160924
"Nozay";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2016;4693,268271
"Igny";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2016;9847,25045
"Villiers-le-Bâcle";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2016;1233
"Verrières-le-Buisson";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2016;15325,732331
"La Ville-du-Bois";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2016;7357
"Wissous";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2016;7542,095338
"Champlan";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2016;2768,701846
"Montlhéry";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2016;7473,74331
"Gometz-le-Châtel";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2016;2547,872819
"Chilly-Mazarin";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2016;19789,836111
"Saclay";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2016;3934,507395
"Massy";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2016;49026,85047
"Palaiseau";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2016;33655,112739
"Les Ulis";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2016;24348,993667
"Marcoussis";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2016;8058
"Villejust";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2016;2290,950413
"Gif-sur-Yvette";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2016;20724,696185
"Orsay";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2016;16538,62848
"Longjumeau";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2016;21275,192003
"Épinay-sur-Orge";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2016;11066,121854
"Saint-Aubin";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2016;695,021337
"Saulx-les-Chartreux";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2016;5259,911985
"Ballainvilliers";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2016;4483
"Villebon-sur-Yvette";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2016;10360,121419
"Vauhallan";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2016;2025,350335
"Linas";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2016;6781,410251
"Bures-sur-Yvette";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2016;9609,281285
"Les Ulis";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;512,141467
"Igny";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;17,043861
"Longjumeau";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;224,164485
"Gif-sur-Yvette";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;43,312886
"Orsay";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;38,521984
"Wissous";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2016;134,703009
"Chilly-Mazarin";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;85,011244
"Verrières-le-Buisson";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;48,385046
"Les Ulis";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;105,901945
"Igny";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2016;187,2851
"Nozay";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;18,225189
"Les Ulis";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2016;627,93672
"Wissous";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;37,132886
"Massy";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2016;526,198598
"Gif-sur-Yvette";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2016;367,128827
"Wissous";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;93,775004
"Palaiseau";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;271,154595
"Massy";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;179,978859
"Linas";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2016;95,838253
"Épinay-sur-Orge";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2016;472,116553
"Épinay-sur-Orge";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;163,614463
"Gif-sur-Yvette";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2016;261,544715
"Massy";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2016;1025,943886
"Chilly-Mazarin";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2016;99,514982
"Linas";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;121,125624
"Verrières-le-Buisson";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;29,409998
"Les Ulis";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2016;230,105268
"Chilly-Mazarin";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2016;231,220681
"Nozay";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2016;21,552483
"Palaiseau";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;293,150687
"Verrières-le-Buisson";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2016;428,412974
"Nozay";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;58,380174
"Linas";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2016;29,026956
"Gif-sur-Yvette";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2016;640,817852
"Orsay";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;200,834972
"Orsay";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;101,871577
"Linas";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2016;315,745135
"Gif-sur-Yvette";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;182,975018
"Nozay";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2016;56,618705
"Massy";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;934,460888
"Nozay";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;85,143563
"Nozay";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;15,819707
"Longjumeau";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;332,974492
"Massy";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;72,758367
"Igny";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;30,205797
"Les Ulis";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2016;108,806504
"Palaiseau";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2016;1516,281981
"Verrières-le-Buisson";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2016;235,379897
"Orsay";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2016;803,204441
"Verrières-le-Buisson";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2016;127,143461
"Longjumeau";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2016;241,259542
"Épinay-sur-Orge";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2016;132,969546
"Longjumeau";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2016;77,571028
"Les Ulis";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2016;272,021145
"Chilly-Mazarin";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;302,988553
"Igny";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2016;401,719974
"Longjumeau";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;90,01474
"Nozay";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2016;59,422975
"Palaiseau";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2016;142,448034
"Wissous";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;18,099676
"Épinay-sur-Orge";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2016;115,256422
"Épinay-sur-Orge";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;65,095431
"Longjumeau";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2016;186,611137
"Épinay-sur-Orge";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;24,995376
"Les Ulis";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;135,33933
"Verrières-le-Buisson";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;113,922225
"Wissous";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2016;401,454784
"Chilly-Mazarin";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2016;789,202396
"Linas";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;21,362904
"Chilly-Mazarin";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2016;257,557993
"Longjumeau";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2016;612,362551
"Verrières-le-Buisson";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2016;155,414789
"Orsay";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2016;91,870654
"Wissous";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;168,249485
"Palaiseau";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;92,008553
"Massy";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;413,15743
"Linas";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2016;95,432234
"Linas";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;87,216243
"Linas";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;46,423849
"Wissous";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2016;110,405635
"Nozay";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2016;198,214931
"Les Ulis";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;340,840052
"Verrières-le-Buisson";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;177,106708
"Orsay";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2016;149,297727
"Palaiseau";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2016;1446,116699
"Massy";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2016;238,587526
"Wissous";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2016;46,250214
"Épinay-sur-Orge";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;75,307207
"Orsay";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2016;722,432453
"Chilly-Mazarin";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;44,051999
"Gif-sur-Yvette";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2016;59,333168
"Épinay-sur-Orge";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2016;124,700811
"Igny";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2016;33,342125
"Palaiseau";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;550,687758
"Gif-sur-Yvette";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;349,549417
"Chilly-Mazarin";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;182,612037
"Igny";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2016;132,57358
"Palaiseau";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2016;359,156201
"Gif-sur-Yvette";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;98,221391
"Orsay";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;83,194064
"Longjumeau";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;60,546928
"Massy";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2016;2312,772837
"Igny";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;54,46015
"Bures-sur-Yvette";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;11,051123
"Gometz-le-Châtel";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2016;29,151814
"Bures-sur-Yvette";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2016;51,103759
"Gometz-le-Châtel";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;1,004794
"Villejust";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2016;100,187805
"Villejust";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2016;43,57816
"Bures-sur-Yvette";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2016;100,312358
"Saulx-les-Chartreux";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2016;16,56811
"Bures-sur-Yvette";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2016;367,86495
"Gometz-le-Châtel";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2016;38,165593
"Saulx-les-Chartreux";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;9,105745
"Villejust";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2016;36,355034
"Saulx-les-Chartreux";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2016;51,217054
"Saulx-les-Chartreux";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2016;195,605472
"Gometz-le-Châtel";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;16,07528
"Villejust";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;15,795526
"Gometz-le-Châtel";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;7,032136
"Saulx-les-Chartreux";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2016;73,432092
"Igny";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;88,889518
"Villejust";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;26,263569
"Gometz-le-Châtel";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;3,012961
"Villejust";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;4,042716
"Saulx-les-Chartreux";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;56,829885
"Bures-sur-Yvette";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2016;176,738812
"Gometz-le-Châtel";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2016;12,061791
"Bures-sur-Yvette";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;84,918222
"Bures-sur-Yvette";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;24,130918
"Bures-sur-Yvette";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;49,628293
"Saulx-les-Chartreux";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;30,461439
"Gometz-le-Châtel";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2016;97,482541
"Saulx-les-Chartreux";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;90,609801
"Villejust";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2016;5,097512
"Ballainvilliers";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2016;34
"Villiers-le-Bâcle";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;1
