"Géographie";"Niveau Géo";"Mesure démographie entreprises et établissements";"Activité économique";"Fréquence";Période;Valeur
"Vauhallan";"Commune";"Nombre d'établissements";"Total";"Annuel";2018;140
"Vauhallan";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2018;8
"Villejust";"Commune";"Nombre d'établissements";"Construction";"Annuel";2018;30
"Orsay";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2018;219
"Palaiseau";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2018;168
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2018;22
"Montlhéry";"Commune";"Nombre d'établissements";"Construction";"Annuel";2018;122
"Les Ulis";"Commune";"Nombre d'établissements";"Construction";"Annuel";2018;103
"Saint-Aubin";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2018;7
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2018;117
"Massy";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2018;106
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Total";"Annuel";2018;512
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Total";"Annuel";2018;413
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2018;11
"Les Ulis";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2018;232
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2018;67
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2018;81
"Saclay";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2018;26
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Total";"Annuel";2018;84
"Wissous";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2018;43
"Les Ulis";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2018;53
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2018;353
"Massy";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2018;282
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2018;54
"Saclay";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2018;20
"Les Ulis";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2018;85
"Marcoussis";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2018;44
"Villejust";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2018;59
"Massy";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2018;591
"Saclay";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2018;16
"Longjumeau";"Commune";"Nombre d'établissements";"Construction";"Annuel";2018;110
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Construction";"Annuel";2018;94
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Construction";"Annuel";2018;6
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2018;10
"Longjumeau";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2018;47
"Longjumeau";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2018;57
"Palaiseau";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2018;95
"Orsay";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2018;52
"Saclay";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2018;32
"Saint-Aubin";"Commune";"Nombre d'établissements";"Total";"Annuel";2018;109
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2018;15
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2018;4
"Saclay";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2018;42
"Massy";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2018;625
"Saclay";"Commune";"Nombre d'établissements";"Total";"Annuel";2018;326
"Saint-Aubin";"Commune";"Nombre d'établissements";"Construction";"Annuel";2018;6
"Longjumeau";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2018;351
"Marcoussis";"Commune";"Nombre d'établissements";"Total";"Annuel";2018;614
"Massy";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2018;117
"Villejust";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2018;11
"Nozay";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2018;22
"Wissous";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2018;66
"Wissous";"Commune";"Nombre d'établissements";"Total";"Annuel";2018;779
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Construction";"Annuel";2018;121
"Villejust";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2018;96
"Massy";"Commune";"Nombre d'établissements";"Construction";"Annuel";2018;214
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2018;11
"Vauhallan";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2018;8
"Vauhallan";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2018;43
"Palaiseau";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2018;100
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2018;85
"Wissous";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2018;140
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2018;42
"Orsay";"Commune";"Nombre d'établissements";"Total";"Annuel";2018;1304
"Villejust";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2018;18
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Total";"Annuel";2018;21103
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2018;884
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2018;928
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Information et communication";"Annuel";2018;1373
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Construction";"Annuel";2018;2108
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2018;3096
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2018;4543
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Activités immobilières";"Annuel";2018;955
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2018;5603
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Autres activités de services";"Annuel";2018;1613
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Total";"Annuel";2019;1276
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;298
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;362
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;48
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;482
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;49
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;36
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;10
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;22
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;21
"Champlan";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;30
"Ballainvilliers";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;22
"Ballainvilliers";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;20
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;75
"Igny";"Commune";"Nombre d'établissements";"Construction";"Annuel";2019;79
"Champlan";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;123
"Champlan";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2019;23
"Igny";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;95
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Construction";"Annuel";2019;36
"Champlan";"Commune";"Nombre d'établissements";"Total";"Annuel";2019;409
"Linas";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;50
"Igny";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2019;38
"Linas";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;183
"Ballainvilliers";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;17
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;73
"Champlan";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;28
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;131
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;6
"Ballainvilliers";"Commune";"Nombre d'établissements";"Total";"Annuel";2019;322
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;159
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2019;112
"Igny";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;134
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;27
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;116
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;23
"Champlan";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;18
"Linas";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;19
"Linas";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;35
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;141
"Igny";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;29
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2019;50
"Linas";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;22
"Ballainvilliers";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2019;9
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2019;8
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2019;43
"Champlan";"Commune";"Nombre d'établissements";"Construction";"Annuel";2019;76
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;189
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;41
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;229
"Linas";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;72
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;15
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;13
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;131
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Construction";"Annuel";2019;37
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Construction";"Annuel";2019;59
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Total";"Annuel";2019;1334
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;47
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;34
"Igny";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;164
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2019;45
"Champlan";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;18
"Ballainvilliers";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;14
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;85
"Ballainvilliers";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;26
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;9
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Total";"Annuel";2019;507
"Igny";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;55
"Igny";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;40
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Total";"Annuel";2019;633
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;26
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Total";"Annuel";2019;180
"Ballainvilliers";"Commune";"Nombre d'établissements";"Construction";"Annuel";2019;54
"Linas";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;27
"Champlan";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;19
"Ballainvilliers";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;115
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Construction";"Annuel";2019;72
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;55
"Linas";"Commune";"Nombre d'établissements";"Total";"Annuel";2019;540
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;105
"Champlan";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;74
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;170
"Ballainvilliers";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;45
"Linas";"Commune";"Nombre d'établissements";"Construction";"Annuel";2019;111
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Construction";"Annuel";2019;134
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;47
"Igny";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;24
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;36
"Linas";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2019;21
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;23
"Igny";"Commune";"Nombre d'établissements";"Total";"Annuel";2019;658
"Massy";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;917
"Nozay";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;15
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;90
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2019;68
"Les Ulis";"Commune";"Nombre d'établissements";"Total";"Annuel";2019;1403
"Saclay";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;17
"Massy";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;128
"Montlhéry";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;31
"Palaiseau";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;99
"Saclay";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;74
"Saclay";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;24
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;4
"Longjumeau";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;95
"Marcoussis";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;28
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;28
"Saint-Aubin";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;9
"Vauhallan";"Commune";"Nombre d'établissements";"Construction";"Annuel";2019;14
"Massy";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;222
"Nozay";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;86
"Nozay";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;13
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Total";"Annuel";2019;1303
"Saint-Aubin";"Commune";"Nombre d'établissements";"Construction";"Annuel";2019;2
"Montlhéry";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;36
"Palaiseau";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;111
"Saclay";"Commune";"Nombre d'établissements";"Total";"Annuel";2019;324
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Total";"Annuel";2019;91
"Marcoussis";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;27
"Palaiseau";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;530
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;40
"Nozay";"Commune";"Nombre d'établissements";"Total";"Annuel";2019;332
"Villejust";"Commune";"Nombre d'établissements";"Construction";"Annuel";2019;39
"Les Ulis";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;255
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;236
"Palaiseau";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;561
"Orsay";"Commune";"Nombre d'établissements";"Total";"Annuel";2019;1368
"Marcoussis";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;126
"Longjumeau";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;225
"Orsay";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;57
"Orsay";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;111
"Massy";"Commune";"Nombre d'établissements";"Total";"Annuel";2019;3377
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;5
"Massy";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;703
"Saclay";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;29
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;23
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;16
"Wissous";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;53
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;52
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;79
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;40
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Construction";"Annuel";2019;74
"Saclay";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;74
"Les Ulis";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;81
"Wissous";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;260
"Wissous";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;42
"Saclay";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2019;24
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;56
"Longjumeau";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2019;67
"Villejust";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;23
"Les Ulis";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;63
"Nozay";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;80
"Vauhallan";"Commune";"Nombre d'établissements";"Total";"Annuel";2019;147
"Villejust";"Commune";"Nombre d'établissements";"Total";"Annuel";2019;298
"Orsay";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;57
"Montlhéry";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;28
"Marcoussis";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;163
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;384
"Palaiseau";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;106
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;102
"Les Ulis";"Commune";"Nombre d'établissements";"Construction";"Annuel";2019;102
"Saclay";"Commune";"Nombre d'établissements";"Construction";"Annuel";2019;30
"Villejust";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;18
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Construction";"Annuel";2019;118
"Les Ulis";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2019;87
"Orsay";"Commune";"Nombre d'établissements";"Construction";"Annuel";2019;69
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;20
"Palaiseau";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;165
"Palaiseau";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2019;194
"Villejust";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;92
"Marcoussis";"Commune";"Nombre d'établissements";"Construction";"Annuel";2019;118
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;81
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;22
"Les Ulis";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;166
"Wissous";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;65
"Montlhéry";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2019;25
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;21
"Longjumeau";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;47
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2019;4
"Les Ulis";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;46
"Wissous";"Commune";"Nombre d'établissements";"Total";"Annuel";2019;784
"Vauhallan";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2019;5
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Construction";"Annuel";2019;89
"Saclay";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2019;10
"Longjumeau";"Commune";"Nombre d'établissements";"Construction";"Annuel";2019;117
"Massy";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2019;327
"Massy";"Commune";"Nombre d'établissements";"Construction";"Annuel";2019;224
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Construction";"Annuel";2019;6
"Orsay";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2019;385
"Vauhallan";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;12
"Orsay";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;215
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2019;4
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2019;9
"Nozay";"Commune";"Nombre d'établissements";"Construction";"Annuel";2019;43
"Montlhéry";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2019;195
"Montlhéry";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2019;85
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Construction";"Annuel";2019;67
