"Géographie";"Niveau Géo";"Statut d'emploi variable selon l'enquête";"Âge";"Profession et catégorie socioprofessionnelle (PCS)";"Mesure du recensement ";"Fréquence";Période;Valeur
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;55179,50672
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;146620,03796
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;6142,89793
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;39236,89687
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;160544,77418
"Marcoussis";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;530,7585
"Saint-Aubin";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;15,50662
"Saulx-les-Chartreux";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;806,99937
"Champlan";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;351,00952
"Linas";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;686,75908
"La Ville-du-Bois";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;1140,99439
"Longjumeau";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;2490,42434
"Saulx-les-Chartreux";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;462,63586
"Bures-sur-Yvette";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;820,49692
"Bures-sur-Yvette";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;231,67442
"Saulx-les-Chartreux";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;180,58372
"Montlhéry";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;1419,70443
"Ballainvilliers";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;775,16667
"Bures-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;81,74767
"Nozay";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;439,39522
"Linas";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;888,56343
"Villejust";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;132,3368
"Gometz-le-Châtel";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;360,86723
"Chilly-Mazarin";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;1703,33121
"Gif-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;559,34708
"Chilly-Mazarin";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;475,43156
"Igny";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;2401,08411
"Villejust";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;295,20947
"Les Ulis";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;2407,11572
"Villiers-le-Bâcle";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;45,21739
"Villiers-le-Bâcle";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;10,04831
"Verrières-le-Buisson";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;928,23011
"Chilly-Mazarin";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;1677,55444
"Igny";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;951,88401
"Montlhéry";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;1224,30411
"Villiers-le-Bâcle";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;266,28019
"Gif-sur-Yvette";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;2085,15057
"Igny";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;252,55799
"Bures-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;2273,46561
"Gif-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;2243,44165
"Chilly-Mazarin";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;1615,13374
"Saclay";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;951,79616
"Massy";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;662,69947
"Nozay";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;715,22883
"Villebon-sur-Yvette";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;1398,35166
"Villejust";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;325,3555
"Wissous";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;163,87579
"Orsay";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;274,12627
"Ballainvilliers";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;210,04437
"Palaiseau";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;4588,07692
"Igny";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;429,24835
"Igny";"Commune";"Actif occupé";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2022;3,40602
"Igny";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;1408,67331
"Wissous";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;376,96784
"La Ville-du-Bois";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;1156,00748
"Saint-Aubin";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;183,3816
"Igny";"Commune";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2022;3,40602
"Saulx-les-Chartreux";"Commune";"Actif occupé";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2022;5,15754
"Villebon-sur-Yvette";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;410,35694
"Orsay";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;463,94638
"Nozay";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;826,50064
"Villebon-sur-Yvette";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;203,01915
"Marcoussis";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;951,35957
"Verrières-le-Buisson";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;376,76011
"Nozay";"Commune";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2022;9,60994
"Wissous";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;651,28003
"Marcoussis";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;1316,88193
"Igny";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;1312,40992
"Palaiseau";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;7522,93318
"Orsay";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;4604,81694
"Palaiseau";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;3171,93993
"Gometz-le-Châtel";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;261,01431
"Villejust";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;259,70737
"Longjumeau";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;2157,00713
"La Ville-du-Bois";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;1140,99439
"Champlan";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;322,23443
"La Ville-du-Bois";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;1045,91153
"Vauhallan";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;168,889
"Villejust";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;407,52043
"Gometz-le-Châtel";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;170,02715
"Marcoussis";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;245,35063
"Champlan";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;312,10674
"Champlan";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;211,88624
"Bures-sur-Yvette";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;71,62024
"Gif-sur-Yvette";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;473,67606
"Chilly-Mazarin";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;2787,77837
"Villiers-le-Bâcle";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;50,24155
"Palaiseau";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;7813,89561
"Verrières-le-Buisson";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;2983,6464
"Bures-sur-Yvette";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;2172,40639
"Massy";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;5770,16916
"Massy";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;2421,8926
"Ballainvilliers";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;160,03463
"Palaiseau";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;627,17908
"Nozay";"Commune";"Actif occupé";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2022;9,60994
"Palaiseau";"Commune";"Actif occupé";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2022;2,83339
"Wissous";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;718,98455
"Épinay-sur-Orge";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;199,31718
"Orsay";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;1579,02276
"Villebon-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2022;5,38664
"Bures-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;673,62191
"Saulx-les-Chartreux";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;379,58263
"Wissous";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;990,42117
"Saulx-les-Chartreux";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;731,15584
"Villiers-le-Bâcle";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;110,5314
"Linas";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;517,00025
"Marcoussis";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;1261,80322
"Villebon-sur-Yvette";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;1747,43696
"Villebon-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;1794,85216
"Montlhéry";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;1355,16226
"Massy";"Commune";"Actif occupé";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2022;2,07868
"Marcoussis";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;1301,85331
"Nozay";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;226,05626
"Marcoussis";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;1266,80322
"Massy";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;5000,90757
"Igny";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;821,73961
"Ballainvilliers";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;705,15152
"Linas";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;777,3865
"Nozay";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;250,83711
"Gif-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;1383,92491
"Les Ulis";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;284,48346
"Vauhallan";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;109,21209
"Igny";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;368,90724
"La Ville-du-Bois";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;245,21371
"Les Ulis";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;2822,86332
"Longjumeau";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;2785,1704
"Champlan";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;115,92341
"Bures-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;918,21204
"Verrières-le-Buisson";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;349,51188
"Chilly-Mazarin";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;2985,74833
"Vauhallan";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;475,65946
"Villejust";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;86,70937
"Saint-Aubin";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;73,47433
"Champlan";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;303,71181
"Longjumeau";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;2876,21827
"Saint-Aubin";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;36,17644
"Les Ulis";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;3086,79956
"Les Ulis";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;1894,61779
"Épinay-sur-Orge";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;530,44382
"Gometz-le-Châtel";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;290,99628
"Saint-Aubin";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;5,34075
"Longjumeau";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;1530,24699
"Wissous";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;1005,46323
"Gif-sur-Yvette";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;1215,9419
"Chilly-Mazarin";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;1948,79767
"Wissous";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;1233,14643
"Vauhallan";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;158,93666
"Saclay";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;89,69381
"Saint-Aubin";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;26,88283
"Gif-sur-Yvette";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;397,24775
"Palaiseau";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;585,19228
"Palaiseau";"Commune";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2022;8,69181
"Champlan";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;303,71181
"Champlan";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;221,94444
"Gometz-le-Châtel";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;415,85314
"Wissous";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;163,87579
"Villejust";"Commune";"Actif occupé";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2022;5,15992
"Linas";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;1139,65688
"Villebon-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;1496,91384
"Ballainvilliers";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;655,14177
"Massy";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;6533,06473
"Montlhéry";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;680,21782
"Ballainvilliers";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;160,03463
"Ballainvilliers";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;175,03788
"Épinay-sur-Orge";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;1512,36207
"Villejust";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;345,70308
"Vauhallan";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;114,16909
"Vauhallan";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;54,11802
"Saulx-les-Chartreux";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;175,56203
"Marcoussis";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;816,16637
"Les Ulis";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;298,11274
"Villiers-le-Bâcle";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;115,55556
"Bures-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;283,68439
"Chilly-Mazarin";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;2822,98148
"Épinay-sur-Orge";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;1018,05175
"Ballainvilliers";"Commune";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2022;10,00216
"Ballainvilliers";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;830,17857
"Vauhallan";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;64,1752
"Villejust";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;387,27042
"Orsay";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;1146,18652
"Épinay-sur-Orge";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;1461,95487
"Igny";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;247,26235
"Wissous";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;1272,80338
"Massy";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;711,51281
"Longjumeau";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;2037,22063
"Épinay-sur-Orge";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;215,30066
"Montlhéry";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;260,16012
"Les Ulis";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;2499,12159
"Saulx-les-Chartreux";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;912,13881
"Villiers-le-Bâcle";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;45,21739
"Linas";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;462,22525
"Vauhallan";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;64,1752
"Massy";"Commune";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2022;2,07868
"Verrières-le-Buisson";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;315,62081
"Gif-sur-Yvette";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;5374,78719
"Gometz-le-Châtel";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;54,90394
"Longjumeau";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;2677,18353
"Chilly-Mazarin";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;441,47317
"Gif-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;5565,22257
"Orsay";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;4429,78933
"Nozay";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;700,04367
"Saint-Aubin";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;26,88283
"Saclay";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;138,86977
"Nozay";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;855,90686
"Nozay";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;129,99631
"Saclay";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;128,88952
"Palaiseau";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;1460,68045
"Saclay";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;936,86432
"La Ville-du-Bois";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;575,50156
"Massy";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;6087,33136
"Saclay";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;592,33267
"Saulx-les-Chartreux";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;812,29645
"La Ville-du-Bois";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;230,20062
"Orsay";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;270,61809
"Saint-Aubin";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;73,47433
"Chilly-Mazarin";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;2467,76616
