"Géographie";"Niveau Géo";"Sexe";"Âge";"Mesure du recensement ";Période;Valeur
"Longjumeau";"Commune";"Femme";"Moins de 15 ans";"Population";2011;2088,095776
"Linas";"Commune";"Femme";"De 55 à 64 ans";"Population";2011;392,236202
"Palaiseau";"Commune";"Homme";"Moins de 15 ans";"Population";2011;2706,923987
"Montlhéry";"Commune";"Homme";"Moins de 15 ans";"Population";2011;764,265031
"Saclay";"Commune";"Femme";"De 40 à 54 ans";"Population";2011;396,802353
"Palaiseau";"Commune";"Femme";"De 65 à 79 ans";"Population";2011;1678,673108
"Ballainvilliers";"Commune";"Homme";"Moins de 15 ans";"Population";2011;450
"Saint-Aubin";"Commune";"Femme";"De 15 à 24 ans";"Population";2011;18,891273
"Marcoussis";"Commune";"Homme";"De 15 à 24 ans";"Population";2011;566
"Montlhéry";"Commune";"Femme";"De 40 à 54 ans";"Population";2011;715,997685
"Verrières-le-Buisson";"Commune";"Femme";"Moins de 15 ans";"Population";2011;1467,380758
"Villiers-le-Bâcle";"Commune";"Homme";"De 55 à 64 ans";"Population";2011;97
"Saint-Aubin";"Commune";"Homme";"De 40 à 54 ans";"Population";2011;61,645207
"Bures-sur-Yvette";"Commune";"Homme";"De 40 à 54 ans";"Population";2011;947,465586
"Longjumeau";"Commune";"Homme";"De 55 à 64 ans";"Population";2011;1069,089344
"Massy";"Commune";"Homme";"De 55 à 64 ans";"Population";2011;2079,831354
"Massy";"Commune";"Homme";"Moins de 15 ans";"Population";2011;4500,887457
"Gometz-le-Châtel";"Commune";"Femme";"De 15 à 24 ans";"Population";2011;138,793556
"Saulx-les-Chartreux";"Commune";"Femme";"De 40 à 54 ans";"Population";2011;610,74777
"Marcoussis";"Commune";"Femme";"De 15 à 24 ans";"Population";2011;466
"Villiers-le-Bâcle";"Commune";"Femme";"De 25 à 39 ans";"Population";2011;115
"Palaiseau";"Commune";"Homme";"De 15 à 24 ans";"Population";2011;2528,270356
"Épinay-sur-Orge";"Commune";"Homme";"Moins de 15 ans";"Population";2011;876,762319
"Gometz-le-Châtel";"Commune";"Femme";"80 ans ou plus";"Population";2011;28,369298
"Villejust";"Commune";"Homme";"De 15 à 24 ans";"Population";2011;164,362846
"Montlhéry";"Commune";"Homme";"De 55 à 64 ans";"Population";2011;382,7085
"Verrières-le-Buisson";"Commune";"Femme";"De 55 à 64 ans";"Population";2011;1119,165076
"Linas";"Commune";"Homme";"80 ans ou plus";"Population";2011;51,302944
"Bures-sur-Yvette";"Commune";"Femme";"De 25 à 39 ans";"Population";2011;776,358499
"Chilly-Mazarin";"Commune";"Femme";"De 40 à 54 ans";"Population";2011;1910,077646
"Palaiseau";"Commune";"Homme";"De 25 à 39 ans";"Population";2011;3141,837651
"Saint-Aubin";"Commune";"Homme";"De 55 à 64 ans";"Population";2011;65,622318
"Villiers-le-Bâcle";"Commune";"Femme";"80 ans ou plus";"Population";2011;10
"Champlan";"Commune";"Homme";"De 15 à 24 ans";"Population";2011;193,684349
"Chilly-Mazarin";"Commune";"Femme";"De 15 à 24 ans";"Population";2011;1137,873377
"Verrières-le-Buisson";"Commune";"Femme";"De 65 à 79 ans";"Population";2011;1116,864428
"Saulx-les-Chartreux";"Commune";"Homme";"80 ans ou plus";"Population";2011;38,358877
"Linas";"Commune";"Femme";"De 15 à 24 ans";"Population";2011;395,949575
"Champlan";"Commune";"Femme";"De 65 à 79 ans";"Population";2011;132,393905
"Wissous";"Commune";"Femme";"Moins de 15 ans";"Population";2011;456,234625
"Villejust";"Commune";"Homme";"De 65 à 79 ans";"Population";2011;59,131414
"Chilly-Mazarin";"Commune";"Homme";"De 55 à 64 ans";"Population";2011;818,64835
"Saint-Aubin";"Commune";"Femme";"De 65 à 79 ans";"Population";2011;32,811159
"La Ville-du-Bois";"Commune";"Femme";"De 55 à 64 ans";"Population";2011;398
"Villebon-sur-Yvette";"Commune";"Homme";"De 25 à 39 ans";"Population";2011;1039,576134
"Gif-sur-Yvette";"Commune";"Femme";"De 40 à 54 ans";"Population";2011;2375,708781
"Épinay-sur-Orge";"Commune";"Homme";"De 25 à 39 ans";"Population";2011;980,403849
"Bures-sur-Yvette";"Commune";"Femme";"De 65 à 79 ans";"Population";2011;585,738733
"Massy";"Commune";"Homme";"De 25 à 39 ans";"Population";2011;5538,506599
"Verrières-le-Buisson";"Commune";"Femme";"De 25 à 39 ans";"Population";2011;1079,845576
"Saulx-les-Chartreux";"Commune";"Homme";"Moins de 15 ans";"Population";2011;539,361309
"Wissous";"Commune";"Homme";"Moins de 15 ans";"Population";2011;500,116041
"Verrières-le-Buisson";"Commune";"Femme";"80 ans ou plus";"Population";2011;636,304687
"La Ville-du-Bois";"Commune";"Femme";"De 15 à 24 ans";"Population";2011;455
"Les Ulis";"Commune";"Homme";"80 ans ou plus";"Population";2011;115,783205
"Ballainvilliers";"Commune";"Homme";"De 65 à 79 ans";"Population";2011;182
"Igny";"Commune";"Femme";"De 15 à 24 ans";"Population";2011;615,969858
"Gif-sur-Yvette";"Commune";"Homme";"De 25 à 39 ans";"Population";2011;1597,337089
"Verrières-le-Buisson";"Commune";"Homme";"Moins de 15 ans";"Population";2011;1420,346375
"Palaiseau";"Commune";"Femme";"80 ans ou plus";"Population";2011;852,546049
"Saulx-les-Chartreux";"Commune";"Homme";"De 15 à 24 ans";"Population";2011;334,039655
"Chilly-Mazarin";"Commune";"Femme";"De 65 à 79 ans";"Population";2011;982,324087
"Villejust";"Commune";"Femme";"De 40 à 54 ans";"Population";2011;276,614752
"Saulx-les-Chartreux";"Commune";"Femme";"Moins de 15 ans";"Population";2011;500,550077
"Longjumeau";"Commune";"Femme";"De 40 à 54 ans";"Population";2011;2194,130894
"Orsay";"Commune";"Homme";"De 55 à 64 ans";"Population";2011;818,246939
"Orsay";"Commune";"Femme";"De 40 à 54 ans";"Population";2011;1440,247129
"Longjumeau";"Commune";"Femme";"De 25 à 39 ans";"Population";2011;2470,800198
"Igny";"Commune";"Femme";"Moins de 15 ans";"Population";2011;1078,598496
"Massy";"Commune";"Homme";"De 15 à 24 ans";"Population";2011;2472,090355
"Montlhéry";"Commune";"Femme";"Moins de 15 ans";"Population";2011;702,55419
"Verrières-le-Buisson";"Commune";"Homme";"80 ans ou plus";"Population";2011;341,935792
"Gometz-le-Châtel";"Commune";"Homme";"Moins de 15 ans";"Population";2011;289,77211
"Vauhallan";"Commune";"Femme";"80 ans ou plus";"Population";2011;79,811638
"Saclay";"Commune";"Femme";"De 25 à 39 ans";"Population";2011;329,563768
"Montlhéry";"Commune";"Femme";"De 55 à 64 ans";"Population";2011;410,190386
"Vauhallan";"Commune";"Femme";"De 15 à 24 ans";"Population";2011;93,031896
"Saulx-les-Chartreux";"Commune";"Homme";"De 55 à 64 ans";"Population";2011;313,193594
"Longjumeau";"Commune";"Femme";"De 55 à 64 ans";"Population";2011;1213,420469
"Les Ulis";"Commune";"Femme";"De 40 à 54 ans";"Population";2011;2568,165196
"Villebon-sur-Yvette";"Commune";"Homme";"De 65 à 79 ans";"Population";2011;482,33231
"Saclay";"Commune";"Homme";"De 15 à 24 ans";"Population";2011;171,41104
"Ballainvilliers";"Commune";"Femme";"De 55 à 64 ans";"Population";2011;193
"Saint-Aubin";"Commune";"Homme";"De 25 à 39 ans";"Population";2011;59,656652
"Montlhéry";"Commune";"Femme";"80 ans ou plus";"Population";2011;189,609613
"Verrières-le-Buisson";"Commune";"Homme";"De 40 à 54 ans";"Population";2011;1662,34355
"Orsay";"Commune";"Femme";"80 ans ou plus";"Population";2011;497,379929
"Marcoussis";"Commune";"Femme";"De 55 à 64 ans";"Population";2011;460
"Montlhéry";"Commune";"Homme";"80 ans ou plus";"Population";2011;93,387629
"Nozay";"Commune";"Homme";"Moins de 15 ans";"Population";2011;636,863188
"Villejust";"Commune";"Homme";"80 ans ou plus";"Population";2011;16,035638
"Chilly-Mazarin";"Commune";"Femme";"Moins de 15 ans";"Population";2011;1842,472754
"Les Ulis";"Commune";"Homme";"De 15 à 24 ans";"Population";2011;1735,2693
"Gometz-le-Châtel";"Commune";"Homme";"De 15 à 24 ans";"Population";2011;156,004408
"Marcoussis";"Commune";"Femme";"De 65 à 79 ans";"Population";2011;389
"Wissous";"Commune";"Homme";"De 55 à 64 ans";"Population";2011;414,544323
"Saint-Aubin";"Commune";"Homme";"De 15 à 24 ans";"Population";2011;27,839771
"Villebon-sur-Yvette";"Commune";"Homme";"80 ans ou plus";"Population";2011;125,28264
"La Ville-du-Bois";"Commune";"Homme";"De 40 à 54 ans";"Population";2011;874
"Gif-sur-Yvette";"Commune";"Femme";"Moins de 15 ans";"Population";2011;1919,765706
"Gometz-le-Châtel";"Commune";"Homme";"De 65 à 79 ans";"Population";2011;137,793731
"Villebon-sur-Yvette";"Commune";"Femme";"De 25 à 39 ans";"Population";2011;999,086349
"Saclay";"Commune";"Femme";"De 65 à 79 ans";"Population";2011;154,084629
"Gometz-le-Châtel";"Commune";"Homme";"80 ans ou plus";"Population";2011;24,316541
"La Ville-du-Bois";"Commune";"Femme";"De 40 à 54 ans";"Population";2011;876
"Palaiseau";"Commune";"Homme";"De 40 à 54 ans";"Population";2011;3010,273187
"Gif-sur-Yvette";"Commune";"Homme";"De 65 à 79 ans";"Population";2011;1190,730511
"Les Ulis";"Commune";"Femme";"De 15 à 24 ans";"Population";2011;1604,779882
"Wissous";"Commune";"Femme";"De 15 à 24 ans";"Population";2011;367,544787
"Champlan";"Commune";"Femme";"De 15 à 24 ans";"Population";2011;166,43228
"Saint-Aubin";"Commune";"Femme";"De 40 à 54 ans";"Population";2011;63,633763
"Saclay";"Commune";"Homme";"De 40 à 54 ans";"Population";2011;381,649995
"Orsay";"Commune";"Homme";"De 15 à 24 ans";"Population";2011;1461,472084
"Les Ulis";"Commune";"Homme";"De 65 à 79 ans";"Population";2011;839,556433
"Chilly-Mazarin";"Commune";"Homme";"80 ans ou plus";"Population";2011;402,606032
"Orsay";"Commune";"Femme";"De 15 à 24 ans";"Population";2011;1346,451895
"Igny";"Commune";"Femme";"De 25 à 39 ans";"Population";2011;877,355062
"Igny";"Commune";"Homme";"De 55 à 64 ans";"Population";2011;575,689736
"Montlhéry";"Commune";"Femme";"De 15 à 24 ans";"Population";2011;432,02653
"Villejust";"Commune";"Femme";"De 15 à 24 ans";"Population";2011;155,345241
"Villiers-le-Bâcle";"Commune";"Femme";"De 65 à 79 ans";"Population";2011;41
"Ballainvilliers";"Commune";"Femme";"De 25 à 39 ans";"Population";2011;356
"Palaiseau";"Commune";"Femme";"De 15 à 24 ans";"Population";2011;2032,532726
"Bures-sur-Yvette";"Commune";"Homme";"Moins de 15 ans";"Population";2011;891,993643
"Linas";"Commune";"Homme";"De 25 à 39 ans";"Population";2011;735,386006
"Longjumeau";"Commune";"Homme";"De 15 à 24 ans";"Population";2011;1346,317348
"Villebon-sur-Yvette";"Commune";"Homme";"Moins de 15 ans";"Population";2011;904,237346
"La Ville-du-Bois";"Commune";"Homme";"Moins de 15 ans";"Population";2011;772
"Wissous";"Commune";"Homme";"De 15 à 24 ans";"Population";2011;419,933356
"Vauhallan";"Commune";"Homme";"80 ans ou plus";"Population";2011;46,515948
"Vauhallan";"Commune";"Homme";"De 25 à 39 ans";"Population";2011;112,245005
"Montlhéry";"Commune";"Femme";"De 65 à 79 ans";"Population";2011;357,887723
"Bures-sur-Yvette";"Commune";"Femme";"80 ans ou plus";"Population";2011;169,913761
"Gometz-le-Châtel";"Commune";"Femme";"De 40 à 54 ans";"Population";2011;281,639868
"Villejust";"Commune";"Homme";"De 25 à 39 ans";"Population";2011;250,556841
"Épinay-sur-Orge";"Commune";"Homme";"De 65 à 79 ans";"Population";2011;554,714826
"Orsay";"Commune";"Homme";"80 ans ou plus";"Population";2011;319,214766
"Saulx-les-Chartreux";"Commune";"Homme";"De 65 à 79 ans";"Population";2011;227,059263
"Palaiseau";"Commune";"Homme";"De 55 à 64 ans";"Population";2011;1523,329461
"Longjumeau";"Commune";"Femme";"De 15 à 24 ans";"Population";2011;1375,017181
"Chilly-Mazarin";"Commune";"Homme";"De 40 à 54 ans";"Population";2011;1736,960217
"Chilly-Mazarin";"Commune";"Homme";"De 25 à 39 ans";"Population";2011;2384,268346
"Saulx-les-Chartreux";"Commune";"Femme";"80 ans ou plus";"Population";2011;81,848851
"Villebon-sur-Yvette";"Commune";"Femme";"De 15 à 24 ans";"Population";2011;554,284107
"Nozay";"Commune";"Femme";"De 65 à 79 ans";"Population";2011;153,760511
"Palaiseau";"Commune";"Femme";"De 55 à 64 ans";"Population";2011;1698,536451
"Nozay";"Commune";"Homme";"De 65 à 79 ans";"Population";2011;131,430439
"Bures-sur-Yvette";"Commune";"Homme";"De 15 à 24 ans";"Population";2011;875,002457
"Verrières-le-Buisson";"Commune";"Homme";"De 15 à 24 ans";"Population";2011;1035,42982
"Wissous";"Commune";"Femme";"De 65 à 79 ans";"Population";2011;430,532295
"Épinay-sur-Orge";"Commune";"Femme";"Moins de 15 ans";"Population";2011;874,872854
"Massy";"Commune";"Homme";"De 40 à 54 ans";"Population";2011;4235,674046
"Nozay";"Commune";"Femme";"De 15 à 24 ans";"Population";2011;263,330364
"Bures-sur-Yvette";"Commune";"Homme";"De 25 à 39 ans";"Population";2011;848,71982
"Marcoussis";"Commune";"Homme";"De 55 à 64 ans";"Population";2011;466
"La Ville-du-Bois";"Commune";"Homme";"De 25 à 39 ans";"Population";2011;671
"Villiers-le-Bâcle";"Commune";"Homme";"De 65 à 79 ans";"Population";2011;46
"Villiers-le-Bâcle";"Commune";"Femme";"De 55 à 64 ans";"Population";2011;91
"Bures-sur-Yvette";"Commune";"Homme";"80 ans ou plus";"Population";2011;117,156825
"Les Ulis";"Commune";"Homme";"De 40 à 54 ans";"Population";2011;2263,760592
"Vauhallan";"Commune";"Femme";"De 40 à 54 ans";"Population";2011;255,703779
"Massy";"Commune";"Femme";"80 ans ou plus";"Population";2011;956,537231
"Ballainvilliers";"Commune";"Homme";"80 ans ou plus";"Population";2011;52
"Champlan";"Commune";"Homme";"Moins de 15 ans";"Population";2011;293,959744
"Saint-Aubin";"Commune";"Homme";"80 ans ou plus";"Population";2011;7,95422
"Saint-Aubin";"Commune";"Femme";"De 55 à 64 ans";"Population";2011;79,542203
"Nozay";"Commune";"Homme";"De 25 à 39 ans";"Population";2011;478,944336
"Saint-Aubin";"Commune";"Femme";"80 ans ou plus";"Population";2011;6,959943
"Longjumeau";"Commune";"Homme";"De 40 à 54 ans";"Population";2011;2127,055154
"Champlan";"Commune";"Femme";"Moins de 15 ans";"Population";2011;218,989842
"Gif-sur-Yvette";"Commune";"Homme";"Moins de 15 ans";"Population";2011;2006,61291
"Wissous";"Commune";"Homme";"80 ans ou plus";"Population";2011;81,282553
"Vauhallan";"Commune";"Homme";"De 15 à 24 ans";"Population";2011;117,301087
"Saint-Aubin";"Commune";"Femme";"Moins de 15 ans";"Population";2011;81,530758
"Longjumeau";"Commune";"Homme";"De 25 à 39 ans";"Population";2011;2260,451308
"Orsay";"Commune";"Homme";"De 40 à 54 ans";"Population";2011;1552,773744
"Massy";"Commune";"Femme";"De 55 à 64 ans";"Population";2011;2265,218837
"Saint-Aubin";"Commune";"Homme";"Moins de 15 ans";"Population";2011;72,58226
"Vauhallan";"Commune";"Femme";"De 55 à 64 ans";"Population";2011;152,820834
"La Ville-du-Bois";"Commune";"Femme";"Moins de 15 ans";"Population";2011;810
"Linas";"Commune";"Femme";"Moins de 15 ans";"Population";2011;695,123302
"Montlhéry";"Commune";"Femme";"De 25 à 39 ans";"Population";2011;779,455392
"Marcoussis";"Commune";"Femme";"80 ans ou plus";"Population";2011;257
"Massy";"Commune";"Femme";"De 25 à 39 ans";"Population";2011;5317,612449
"Palaiseau";"Commune";"Homme";"80 ans ou plus";"Population";2011;501,330892
"Wissous";"Commune";"Homme";"De 25 à 39 ans";"Population";2011;543,342488
"Montlhéry";"Commune";"Homme";"De 40 à 54 ans";"Population";2011;713,997604
"Igny";"Commune";"Homme";"De 25 à 39 ans";"Population";2011;845,332975
"Gometz-le-Châtel";"Commune";"Femme";"De 65 à 79 ans";"Population";2011;169,202596
"Épinay-sur-Orge";"Commune";"Homme";"De 55 à 64 ans";"Population";2011;698,817649
"Les Ulis";"Commune";"Femme";"De 25 à 39 ans";"Population";2011;3032,231216
"Gometz-le-Châtel";"Commune";"Femme";"Moins de 15 ans";"Population";2011;268,481773
"Wissous";"Commune";"Femme";"80 ans ou plus";"Population";2011;141,238719
"Gometz-le-Châtel";"Commune";"Femme";"De 55 à 64 ans";"Population";2011;150,951826
"Massy";"Commune";"Homme";"80 ans ou plus";"Population";2011;489,300565
"Saclay";"Commune";"Femme";"Moins de 15 ans";"Population";2011;446,047513
"Marcoussis";"Commune";"Femme";"Moins de 15 ans";"Population";2011;833
"Igny";"Commune";"Homme";"80 ans ou plus";"Population";2011;172,66289
"Chilly-Mazarin";"Commune";"Femme";"80 ans ou plus";"Population";2011;412,387397
"Gometz-le-Châtel";"Commune";"Homme";"De 55 à 64 ans";"Population";2011;143,859502
"Orsay";"Commune";"Homme";"De 65 à 79 ans";"Population";2011;888,513463
"Chilly-Mazarin";"Commune";"Femme";"De 25 à 39 ans";"Population";2011;2381,190199
"Bures-sur-Yvette";"Commune";"Femme";"De 40 à 54 ans";"Population";2011;979,74365
"Saulx-les-Chartreux";"Commune";"Femme";"De 65 à 79 ans";"Population";2011;232,324467
"Orsay";"Commune";"Femme";"De 25 à 39 ans";"Population";2011;1413,824521
"Saclay";"Commune";"Femme";"De 55 à 64 ans";"Population";2011;186,563397
"Épinay-sur-Orge";"Commune";"Homme";"De 15 à 24 ans";"Population";2011;573,996411
"Villiers-le-Bâcle";"Commune";"Homme";"De 25 à 39 ans";"Population";2011;115
"Ballainvilliers";"Commune";"Femme";"80 ans ou plus";"Population";2011;114
"Villiers-le-Bâcle";"Commune";"Homme";"De 40 à 54 ans";"Population";2011;142
"Igny";"Commune";"Homme";"De 65 à 79 ans";"Population";2011;579,222091
"Épinay-sur-Orge";"Commune";"Homme";"80 ans ou plus";"Population";2011;218,658511
"Marcoussis";"Commune";"Homme";"80 ans ou plus";"Population";2011;91
"Saulx-les-Chartreux";"Commune";"Femme";"De 55 à 64 ans";"Population";2011;333,881722
"Villejust";"Commune";"Femme";"Moins de 15 ans";"Population";2011;253,563523
"Ballainvilliers";"Commune";"Femme";"De 40 à 54 ans";"Population";2011;436
"Saulx-les-Chartreux";"Commune";"Femme";"De 25 à 39 ans";"Population";2011;530,787346
"Linas";"Commune";"Homme";"Moins de 15 ans";"Population";2011;742,279424
"Gif-sur-Yvette";"Commune";"Homme";"De 15 à 24 ans";"Population";2011;1884,408095
"Montlhéry";"Commune";"Homme";"De 15 à 24 ans";"Population";2011;387,554243
"Gif-sur-Yvette";"Commune";"Homme";"De 40 à 54 ans";"Population";2011;2108,581296
"Nozay";"Commune";"Homme";"De 55 à 64 ans";"Population";2011;233,023444
"La Ville-du-Bois";"Commune";"Femme";"De 65 à 79 ans";"Population";2011;265
"Gif-sur-Yvette";"Commune";"Femme";"De 65 à 79 ans";"Population";2011;1304,947086
"Massy";"Commune";"Homme";"De 65 à 79 ans";"Population";2011;1758,969419
"Verrières-le-Buisson";"Commune";"Homme";"De 25 à 39 ans";"Population";2011;999,572173
"Champlan";"Commune";"Femme";"80 ans ou plus";"Population";2011;57,450715
"Massy";"Commune";"Femme";"De 15 à 24 ans";"Population";2011;2739,91883
"Épinay-sur-Orge";"Commune";"Femme";"De 15 à 24 ans";"Population";2011;699,238607
