"Géographie";"Niveau Géo";"Catégorie de logement";"Durée de séjour";"Type de logement";"Combustible";"Nombre de voitures du ménage";"Mesure du recensement ";"Garage-box-parking";"Nombre de pièces du logement";"Statut d’occupation du logement";"Période d’achèvement du logement";Période;Valeur
"Villejust";"Commune";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;37,30151
"Igny";"Commune";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;163,6765
"Gif-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;8062,7295
"Champlan";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;9,02161
"Montlhéry";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;84,07332
"Saint-Aubin";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;4,99739
"Bures-sur-Yvette";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;53,50692
"Saint-Aubin";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;272,43205
"Ballainvilliers";"Commune";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;55
"Villiers-le-Bâcle";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;5
"Massy";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;167,28383
"Saulx-les-Chartreux";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;20,1322
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;1951
"Villebon-sur-Yvette";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;43,5972
"Marcoussis";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;33
"Villebon-sur-Yvette";"Commune";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;167,27087
"Verrières-le-Buisson";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;42,98645
"Marcoussis";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;636
"Nozay";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;6244,97277
"Massy";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;134,66867
"Ballainvilliers";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;968
"Les Ulis";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;8589,70139
"Palaiseau";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;7448,6371
"Les Ulis";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;2869,51042
"Longjumeau";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;2723,26521
"Chilly-Mazarin";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;55,25717
"Montlhéry";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;3317,19505
"Gif-sur-Yvette";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;37,59741
"Vauhallan";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;1,01122
"Ballainvilliers";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;5111
"Verrières-le-Buisson";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;108,08499
"Saclay";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;5207,67574
"Gif-sur-Yvette";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;3524,32078
"Wissous";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;2692,64047
"La Ville-du-Bois";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;509
"Champlan";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;25,30549
"Verrières-le-Buisson";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;2707,51996
"Épinay-sur-Orge";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;2674,2533
"Villejust";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;29,05971
"Verrières-le-Buisson";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;84,90191
"Massy";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;11583,64534
"Nozay";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;506,10543
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;6535,27647
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;214,79611
"Chilly-Mazarin";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;6214,09888
"Nozay";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;1392,01358
"Longjumeau";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;13026,19428
"Ballainvilliers";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;1101
"Nozay";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;12,35457
"Wissous";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;910,94948
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;8270,57787
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;4480,25581
"Verrières-le-Buisson";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;27887,60868
"Chilly-Mazarin";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;27060,73385
"Vauhallan";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;3701,05152
"Villiers-le-Bâcle";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;2119
"Palaiseau";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;46840,17063
"Orsay";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;26609,905
"Saclay";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;5786,30638
"Épinay-sur-Orge";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;16111,82424
"La Ville-du-Bois";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;11181
"Villejust";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;3516,81093
"Champlan";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;4033,30625
"Massy";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;60819,65637
"Marcoussis";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;13268
"Wissous";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;10687,94189
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;16560,60393
"Gif-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;36719,77363
"Villebon-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;16114,4878
"Nozay";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;7649,34093
"Ballainvilliers";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;6215
"Igny";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;17658,85891
"Les Ulis";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;32135,01623
"Linas";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;10045,68079
"Montlhéry";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;11238,96824
"Longjumeau";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;31343,95923
"Saint-Aubin";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Nombre de pièces";"Total";"Total";"Total";"Total";2011;1387,01717
"Igny";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;4360,26785
"Villejust";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;861,18918
"Les Ulis";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;9738,50455
"Wissous";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;2785,361
"Champlan";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;1028,14308
"Épinay-sur-Orge";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;4170,20359
"Ballainvilliers";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;1392
"Bures-sur-Yvette";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;3861,21898
"Gometz-le-Châtel";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;1113,00812
"Gif-sur-Yvette";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;8572,62035
"Saulx-les-Chartreux";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;2058,70727
"Marcoussis";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;3130
"Longjumeau";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;9294,97637
"Saclay";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;1293,85313
"Villebon-sur-Yvette";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;4338,30341
"Verrières-le-Buisson";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;6439,03933
"Villiers-le-Bâcle";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;497
"Vauhallan";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;814,69316
"Saint-Aubin";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;284,92552
"Nozay";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;1775,16272
"Orsay";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;7082,14899
"La Ville-du-Bois";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;2766
"Chilly-Mazarin";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;8418,97798
"Montlhéry";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;3217,27373
"Massy";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;19069,69865
"Palaiseau";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;13103,61419
"Linas";"Commune";"Total";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;2542,30144
"Wissous";"Commune";"Total";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;1729,45241
"Villiers-le-Bâcle";"Commune";"Total";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;4
"Palaiseau";"Commune";"Total";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;81,06331
"Orsay";"Commune";"Total";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2011;3091,44991
